"player","pos","team","games","pass_att","pass_comp","pass_yds","pass_yds_g","pass_tds","pass_int","pass_rate","rush_att","rush_yds","rush_avg","rush_tds","fumbles_lost","site_pts","site_fppg","src_id","data_src","id","source","position_asked","rec_tgt","rec","rec_yds","rec_yds_g","rec_avg","rec_tds","fg","fg_att","fg_0019","fg_att_0019","fg_2029","fg_att_2029","fg_3039","fg_att_3039","fg_4049","fg_att_4049","fg_50","fg_att_50","xp","xp_att","dst_int","dst_safety","dst_sacks","dst_tackles","dst_fum_rec","dst_fum_force","dst_td","dst_pts_allowed","dst_pts_allowed_g","dst_pass_yds_allowed","dst_rush_yds_allowed","dst_yds_allowed","dst_avg_yds_allowed","dst_fumbles","fg_50_att","fg_4049_att","fg_0039","fg_att_39","BYE","bye","fg_pct","dst_pass_yds_g","dst_rush_yds_g","dst_ret_tds","pos_rank","overall_rank","team_id","team_name","proj_type","fumblesRecovered"
"Ben Sinnott","TE","WAS",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0.6,"3168647","CBS","16644","CBS","TE",11,10,100,6.7,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Payne Durham","TE","TB",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0.6,"2968469","CBS","16218","CBS","TE",14,8,85,5.7,10.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brevyn Spann-Ford","TE","DAL",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0.6,"2961760","CBS","16647","CBS","TE",14,11,100,6.7,9.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jared Wiley","TE","KC",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0.6,"3123819","CBS","16648","CBS","TE",13,10,92,6.1,9.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cade Stover","TE","HOU",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0.6,"3125978","CBS","16642","CBS","TE",17,12,97,6.5,8.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hunter Long","TE","ARI",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0.6,"2867428","CBS","15334","CBS","TE",15,10,79,5.3,7.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hayden Rucci","TE","LAC",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0.6,"3131519","CBS","17407","CBS","TE",14,10,104,6.9,10.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dallen Bentley","TE","DEN",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0.6,"29164633","CBS","17699","CBS","TE",13,10,92,6.1,9.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Myarick","TE","LV",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0.6,"3117054","CBS","15620","CBS","TE",12,9,79,5.3,8.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ian Thomas","TE","LV",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,0.5,"2253359","CBS","13678","CBS","TE",10,9,74,4.9,8.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Josh Whyle","TE","GB",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,0.6,"2962513","CBS","16312","CBS","TE",11,8,77,5.5,9.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnny Mundt","TE","PHI",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,0.5,"2818622","CBS","13940","CBS","TE",14,8,72,4.8,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Will Mallory","TE","IND",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,0.6,"2962073","CBS","16220","CBS","TE",10,8,98,7.5,12.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Manhertz","TE","NYG",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,0.5,"2167520","CBS","12955","CBS","TE",10,6,59,3.9,9.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jason Myers","K","SEA",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,9.5,"2169640","CBS","12437","CBS","K",NA,NA,NA,NA,NA,NA,33,37,0.254,0.254,7,7.6,11.7,11.9,8.4,9.6,5.4,5.4,43,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ka'imi Fairbairn","K","HOU",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,8.9,"1996562","CBS","12860","CBS","K",NA,NA,NA,NA,NA,NA,33,38,0.275,0.275,7.6,8,9.2,9.4,10.4,11.6,5.8,5.8,35,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spencer Shrader","K","IND",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,8.9,"3131541","CBS","16896","CBS","K",NA,NA,NA,NA,NA,NA,31,34,0.245,0.248,6.8,6.8,9.1,9.6,10,11.3,4.94,4.94,41,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harrison Butker","K","KC",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,8.9,"2078888","CBS","13354","CBS","K",NA,NA,NA,NA,NA,NA,32,37,0.479,0.479,9.9,10.1,9.2,9.4,9.5,10.5,2.42,2.42,37,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Will Reichard","K","MIN",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,8.7,"3121084","CBS","16681","CBS","K",NA,NA,NA,NA,NA,NA,30,32,0.241,0.241,6.6,6.7,10.6,10.8,7.1,7.9,5.1,5.1,40,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Evan McPherson","K","CIN",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,8.7,"2962681","CBS","15368","CBS","K",NA,NA,NA,NA,NA,NA,29,32,0.258,0.258,7.1,7.2,8.4,8.5,7.9,8.7,5.5,5.5,43,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jake Bates","K","DET",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,8.6,"3173439","CBS","16846","CBS","K",NA,NA,NA,NA,NA,NA,27,32,0.212,0.213,6.3,6.4,8.6,8.7,7.5,9.1,4.19,4.19,48,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brandon Aubrey","K","DAL",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,8.5,"2815718","CBS","16414","CBS","K",NA,NA,NA,NA,NA,NA,29,33,0.234,0.235,7.8,7.9,7.6,8.3,8.6,9.6,4.98,4.98,41,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chase McLaughlin","K","TB",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,8.2,"2165272","CBS","14717","CBS","K",NA,NA,NA,NA,NA,NA,29,32,0.242,0.242,6.7,6.7,10,10.7,7,8.3,5.1,5.1,36,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cam Little","K","JAC",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,8.2,"26702477","CBS","16680","CBS","K",NA,NA,NA,NA,NA,NA,26,30,0.211,0.211,5.8,5.9,6.9,7,9,10,4.49,4.49,45,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tyler Loop","K","BAL",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,8,"3174704","CBS","17222","CBS","K",NA,NA,NA,NA,NA,NA,25,30,0.201,0.202,7.5,7.6,7.7,7.8,8,10.5,1.99,1.99,45,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cairo Santos","K","CHI",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,8,"2132690","CBS","11945","CBS","K",NA,NA,NA,NA,NA,NA,26,30,0.208,0.208,5.7,6.4,6.8,7.5,8.8,10.7,4.42,4.42,42,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Daniel Carlson","K","NO",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,7.9,"2079862","CBS","13718","CBS","K",NA,NA,NA,NA,NA,NA,28,34,0.229,0.229,9.1,9.2,7.4,7.5,6.7,8.6,4.86,4.86,34,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eddy Pineiro","K","SF",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,7.8,"2221833","CBS","13719","CBS","K",NA,NA,NA,NA,NA,NA,27,30,0.219,0.219,6.7,6.7,7.1,7.4,8,8.9,4.65,4.65,36,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tyler Bass","K","BUF",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,7.7,"2188356","CBS","14983","CBS","K",NA,NA,NA,NA,NA,NA,25,28,0.196,0.196,5.4,6,9.3,9.4,6.7,8.7,2.89,2.89,41,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wil Lutz","K","DEN",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,7.7,"2008545","CBS","12956","CBS","K",NA,NA,NA,NA,NA,NA,26,29,0.192,0.193,7.4,7.5,8.9,9.1,5.5,7.1,3.44,3.44,37,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harrison Mevis","K","LAR",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,7.6,"3162619","CBS","16843","CBS","K",NA,NA,NA,NA,NA,NA,23,27,0.194,0.195,5.3,5.4,6.3,6.6,8.2,11.3,2.69,2.69,45,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jason Sanders","K","NYJ",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,7.4,"2131909","CBS","13832","CBS","K",NA,NA,NA,NA,NA,NA,26,30,0.202,0.203,5.6,5.6,9.6,9.7,5.8,8.2,4.3,4.3,33,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nick Folk","K","ATL",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,7.7,"410721","CBS","8851","CBS","K",NA,NA,NA,NA,NA,NA,25,29,0.198,0.198,5.5,5.5,6.4,6.5,8.4,9.8,4.21,4.21,33,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cameron Dicker","K","LAC",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,7.1,"2961997","CBS","15979","CBS","K",NA,NA,NA,NA,NA,NA,26,29,0.201,0.201,5.5,5.6,7.9,8.4,7.9,8.7,4.19,4.19,29,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jake Elliott","K","PHI",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,7.1,"2080295","CBS","13303","CBS","K",NA,NA,NA,NA,NA,NA,23,29,0.173,0.173,4.74,4.79,8.1,8.3,6.7,8.7,2.89,2.89,38,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Joey Slye","K","TEN",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,7.1,"3116871","CBS","14600","CBS","K",NA,NA,NA,NA,NA,NA,25,30,0.206,0.206,5.7,5.9,7.9,8.1,6.7,8.6,4.37,4.37,31,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drew Stevens","K","WAS",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,7,"28873746","CBS","17726","CBS","K",NA,NA,NA,NA,NA,NA,24,29,0.233,0.235,6.9,7.1,7.5,8.4,6.9,8.7,2.86,2.86,33,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trey Smack","K","GB",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,7.4,"28899321","CBS","17668","CBS","K",NA,NA,NA,NA,NA,NA,24,29,0.231,0.233,7.1,7.2,7.4,8.1,6.5,8.7,3.05,3.05,31,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andres Borregales","K","NE",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,6.9,"26699665","CBS","17220","CBS","K",NA,NA,NA,NA,NA,NA,22,26,0.34,0.341,4.99,5,7.5,8.1,5.6,8.3,3.64,3.64,37,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ryan Fitzgerald","K","CAR",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,6.7,"3126649","CBS","17277","CBS","K",NA,NA,NA,NA,NA,NA,23,26,0.182,0.182,6.1,6.2,7.7,8.5,7.7,8.6,1.06,1.06,32,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chad Ryland","K","ARI",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,6.7,"2964074","CBS","16292","CBS","K",NA,NA,NA,NA,NA,NA,23,29,0.178,0.179,4.9,4.95,6.9,7.5,7.1,9.2,3.75,3.75,32,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andre Szmyt","K","CLE",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,6.7,"2868551","CBS","16419","CBS","K",NA,NA,NA,NA,NA,NA,23,25,0.179,0.18,4.93,4.98,8.5,8.7,5.2,6.4,3.81,3.81,32,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Boswell","K","PIT",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,6.4,"1724930","CBS","11936","CBS","K",NA,NA,NA,NA,NA,NA,22,26,0.181,0.181,5.5,5.7,5.9,7,6.2,7,3.84,3.84,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Riley Patterson","K","MIA",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,6.3,"2865368","CBS","15369","CBS","K",NA,NA,NA,NA,NA,NA,22,27,0.174,0.174,5.8,5.9,6.8,7.4,7.2,8.8,2,2,28,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matt Gay","K","LV",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,6.1,"2870511","CBS","14244","CBS","K",NA,NA,NA,NA,NA,NA,20,24,0.162,0.162,4.46,4.5,5.8,6.1,6.3,7,3.44,3.44,32,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dominic Zvada","K","NYG",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,6.1,"28876817","CBS","17736","CBS","K",NA,NA,NA,NA,NA,NA,20,24,0.192,0.194,5.7,5.9,6.2,6.9,5.4,7.2,2.39,2.39,31,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DST","DEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210.7,14,"1909","CBS","0511","CBS","DST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,59.1,579,9,12,2.6,280,18.7,0,1615,3917,261.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DST","MIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.8,14,"1916","CBS","0524","CBS","DST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,53,583,14,20,2.8,299,19.9,0,1530,4027,268.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DST","HOU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208.5,13.9,"1932","CBS","0532","CBS","DST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,52.3,576,12,16,2.7,293,19.5,0,1547,4102,273.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DST","SEA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.2,13.1,"1926","CBS","0515","CBS","DST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,40.8,618,10,13,3.4,253,16.9,0,1573,4065,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DST","NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195.7,13,"1931","CBS","0504","CBS","DST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,44.3,617,10,14,2.9,304,20.3,0,1701,4350,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DST","PHI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.1,12.5,"1921","CBS","0518","CBS","DST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,34.5,591,10,14,2.6,295,19.7,0,1635,4412,294.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DST","LAR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.7,12.5,"1923","CBS","0528","CBS","DST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,39.3,613,10,13,2.4,307,20.5,0,1669,4381,292.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DST","KC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.2,12.1,"1914","CBS","0512","CBS","DST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,37.4,597,9,12,2.3,298,19.9,0,1463,4177,278.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DST","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.5,10.9,"1917","CBS","0529","CBS","DST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,44.5,602,10,14,2.5,358,23.9,0,1527,4297,286.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DST","BAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.2,10.7,"1903","CBS","0531","CBS","DST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,41.8,608,11,15,2.4,337,22.5,0,1522,4419,294.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DST","CLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.3,10.4,"1930","CBS","0507","CBS","DST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,42.1,572,9,12,2.2,360,24,0,1574,4185,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DST","PIT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.1,9.9,"1922","CBS","0510","CBS","DST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,51.9,606,14,19,2.7,323,21.5,0,1592,4646,309.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"DST","CIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.8,9.9,"1907","CBS","0506","CBS","DST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,47.8,594,15,21,3,353,23.5,0,1937,4908,327.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
