"player","pos","team","games","pass_att","pass_comp","pass_yds","pass_yds_g","pass_tds","pass_int","pass_rate","rush_att","rush_yds","rush_avg","rush_tds","fumbles_lost","site_pts","site_fppg","src_id","data_src","id","source","position_asked","rec_tgt","rec","rec_yds","rec_yds_g","rec_avg","rec_tds","fg","fg_att","fg_0019","fg_att_0019","fg_2029","fg_att_2029","fg_3039","fg_att_3039","fg_4049","fg_att_4049","fg_50","fg_att_50","xp","xp_att","dst_int","dst_safety","dst_sacks","dst_tackles","dst_fum_rec","dst_fum_force","dst_td","dst_pts_allowed","dst_pts_allowed_g","dst_pass_yds_allowed","dst_rush_yds_allowed","dst_yds_allowed","dst_avg_yds_allowed","dst_fumbles","fg_50_att","fg_4049_att","fg_0039","fg_att_39","BYE","bye","fg_pct","dst_pass_yds_g","dst_rush_yds_g","dst_ret_tds","pos_rank","overall_rank","team_id","team_name","proj_type","fumblesRecovered"
"Justin Fields","QB","KC",NA,35,22,237,NA,1,1,NA,4,19,NA,0,NA,17.8,NA,"17568","FFToday","15238","FFToday","QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis Mills","QB","HOU",NA,32,20,221,NA,1,1,NA,2,4,NA,0,NA,15.5,NA,"17646","FFToday","15252","FFToday","QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Joe Milton III","QB","DAL",NA,24,15,177,NA,1,1,NA,4,22,NA,0,NA,15.1,NA,"19059","FFToday","16585","FFToday","QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tyson Bagent","QB","CHI",NA,26,17,195,NA,1,0,NA,2,6,NA,0,NA,14.4,NA,"18718","FFToday","16384","FFToday","QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Will Howard","QB","PIT",NA,26,16,186,NA,1,1,NA,2,7,NA,0,NA,14,NA,"19394","FFToday","17036","FFToday","QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kenny Pickett","QB","CAR",NA,25,16,185,NA,1,1,NA,3,6,NA,0,NA,13.9,NA,"18180","FFToday","15692","FFToday","QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cade Klubnik","QB","NYJ",NA,25,16,177,NA,1,1,NA,2,9,NA,0,NA,13.8,NA,"19732","FFToday","17467","FFToday","QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kyle Allen","QB","BUF",NA,26,16,181,NA,1,1,NA,2,6,NA,0,NA,13.7,NA,"16473","FFToday","13879","FFToday","QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mac Jones","QB","SF",NA,22,15,168,NA,1,0,NA,2,5,NA,0,NA,12.9,NA,"17617","FFToday","15241","FFToday","QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitchell Trubisky","QB","TEN",NA,18,12,134,NA,1,1,NA,2,8,NA,0,NA,11.5,NA,"16022","FFToday","13115","FFToday","QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ty Simpson","QB","LAR",NA,19,11,132,NA,1,0,NA,1,5,NA,0,NA,11.1,NA,"19942","FFToday","17463","FFToday","QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jahmyr Gibbs","RB","DET",NA,NA,NA,NA,NA,NA,NA,NA,279,1422,NA,12,NA,295.4,NA,"18522","FFToday","16162","FFToday","RB",NA,72,572,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bijan Robinson","RB","ATL",NA,NA,NA,NA,NA,NA,NA,NA,280,1402,NA,9,NA,282.9,NA,"18630","FFToday","16161","FFToday","RB",NA,84,707,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Christian McCaffrey","RB","SF",NA,NA,NA,NA,NA,NA,NA,NA,279,1144,NA,9,NA,263.9,NA,"15950","FFToday","13130","FFToday","RB",NA,82,715,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jonathan Taylor","RB","IND",NA,NA,NA,NA,NA,NA,NA,NA,299,1436,NA,12,NA,252.6,NA,"17224","FFToday","14802","FFToday","RB",NA,39,310,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Derrick Henry","RB","BAL",NA,NA,NA,NA,NA,NA,NA,NA,321,1572,NA,12,NA,243.6,NA,"15602","FFToday","12626","FFToday","RB",NA,16,144,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"James Cook","RB","BUF",NA,NA,NA,NA,NA,NA,NA,NA,275,1377,NA,11,NA,243.2,NA,"18046","FFToday","15715","FFToday","RB",NA,32,275,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saquon Barkley","RB","PHI",NA,NA,NA,NA,NA,NA,NA,NA,281,1236,NA,9,NA,220.3,NA,"16319","FFToday","13604","FFToday","RB",NA,42,307,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kenneth Walker","RB","KC",NA,NA,NA,NA,NA,NA,NA,NA,262,1177,NA,9,NA,215.9,NA,"18234","FFToday","15711","FFToday","RB",NA,42,322,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Omarion Hampton","RB","LAC",NA,NA,NA,NA,NA,NA,NA,NA,257,1129,NA,9,NA,215.5,NA,"19379","FFToday","17044","FFToday","RB",NA,52,366,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kyren Williams","RB","LAR",NA,NA,NA,NA,NA,NA,NA,NA,249,1171,NA,10,NA,213.6,NA,"18245","FFToday","15710","FFToday","RB",NA,34,245,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"De'Von Achane","RB","MIA",NA,NA,NA,NA,NA,NA,NA,NA,228,1161,NA,6,NA,211.2,NA,"18452","FFToday","16167","FFToday","RB",NA,56,411,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chase Brown","RB","CIN",NA,NA,NA,NA,NA,NA,NA,NA,242,1066,NA,7,NA,210.3,NA,"18488","FFToday","16181","FFToday","RB",NA,55,377,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Javonte Williams","RB","DAL",NA,NA,NA,NA,NA,NA,NA,NA,258,1186,NA,10,NA,207.3,NA,"17753","FFToday","15256","FFToday","RB",NA,34,227,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ashton Jeanty","RB","LV",NA,NA,NA,NA,NA,NA,NA,NA,266,1117,NA,7,NA,206.3,NA,"19405","FFToday","17042","FFToday","RB",NA,56,406,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jeremiyah Love","RB","ARI",NA,NA,NA,NA,NA,NA,NA,NA,246,1082,NA,7,NA,203.9,NA,"19832","FFToday","17472","FFToday","RB",NA,56,417,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Breece Hall","RB","NYJ",NA,NA,NA,NA,NA,NA,NA,NA,258,1162,NA,5,NA,198.5,NA,"18087","FFToday","15708","FFToday","RB",NA,47,403,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cam Skattebo","RB","NYG",NA,NA,NA,NA,NA,NA,NA,NA,260,1038,NA,8,NA,191.4,NA,"19506","FFToday","17045","FFToday","RB",NA,43,336,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bhayshul Tuten","RB","JAC",NA,NA,NA,NA,NA,NA,NA,NA,257,1055,NA,7,NA,188.3,NA,"19531","FFToday","17052","FFToday","RB",NA,38,288,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Travis Etienne","RB","NO",NA,NA,NA,NA,NA,NA,NA,NA,253,1112,NA,5,NA,185.9,NA,"17561","FFToday","15253","FFToday","RB",NA,44,327,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D'Andre Swift","RB","CHI",NA,NA,NA,NA,NA,NA,NA,NA,233,1049,NA,7,NA,184.5,NA,"17220","FFToday","14797","FFToday","RB",NA,39,316,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quinshon Judkins","RB","CLE",NA,NA,NA,NA,NA,NA,NA,NA,275,1098,NA,7,NA,178.3,NA,"19411","FFToday","17051","FFToday","RB",NA,30,205,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bucky Irving","RB","TB",NA,NA,NA,NA,NA,NA,NA,NA,249,995,NA,6,NA,178,NA,"18997","FFToday","16598","FFToday","RB",NA,38,305,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"David Montgomery","RB","HOU",NA,NA,NA,NA,NA,NA,NA,NA,217,935,NA,7,NA,165.9,NA,"16658","FFToday","14071","FFToday","RB",NA,34,244,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tony Pollard","RB","TEN",NA,NA,NA,NA,NA,NA,NA,NA,242,1065,NA,5,NA,165.2,NA,"16676","FFToday","14085","FFToday","RB",NA,32,227,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jaylen Warren","RB","PIT",NA,NA,NA,NA,NA,NA,NA,NA,190,854,NA,5,NA,160.3,NA,"18267","FFToday","15742","FFToday","RB",NA,41,329,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J.K. Dobbins","RB","DEN",NA,NA,NA,NA,NA,NA,NA,NA,206,988,NA,7,NA,157.2,NA,"17062","FFToday","14800","FFToday","RB",NA,16,104,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhamondre Stevenson","RB","NE",NA,NA,NA,NA,NA,NA,NA,NA,168,757,NA,7,NA,156.9,NA,"17716","FFToday","15259","FFToday","RB",NA,44,332,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jadarian Price","RB","SEA",NA,NA,NA,NA,NA,NA,NA,NA,195,837,NA,7,NA,154.3,NA,"19817","FFToday","17473","FFToday","RB",NA,31,226,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TreVeyon Henderson","RB","NE",NA,NA,NA,NA,NA,NA,NA,NA,169,796,NA,7,NA,152.3,NA,"19389","FFToday","17043","FFToday","RB",NA,33,247,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MarShawn Lloyd","RB","GB",NA,NA,NA,NA,NA,NA,NA,NA,191,822,NA,7,NA,149.9,NA,"19041","FFToday","16604","FFToday","RB",NA,27,197,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chuba Hubbard","RB","CAR",NA,NA,NA,NA,NA,NA,NA,NA,192,767,NA,6,NA,144.5,NA,"17603","FFToday","15261","FFToday","RB",NA,34,258,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rico Dowdle","RB","PIT",NA,NA,NA,NA,NA,NA,NA,NA,186,801,NA,5,NA,136.4,NA,"17262","FFToday","14823","FFToday","RB",NA,30,203,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jacory Croskey-Merritt","RB","WAS",NA,NA,NA,NA,NA,NA,NA,NA,179,788,NA,7,NA,129.2,NA,"19346","FFToday","17256","FFToday","RB",NA,12,84,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rachaad White","RB","WAS",NA,NA,NA,NA,NA,NA,NA,NA,131,539,NA,5,NA,126.9,NA,"18240","FFToday","15721","FFToday","RB",NA,42,310,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blake Corum","RB","LAR",NA,NA,NA,NA,NA,NA,NA,NA,159,745,NA,6,NA,119.4,NA,"18942","FFToday","16593","FFToday","RB",NA,13,89,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordan Mason","RB","MIN",NA,NA,NA,NA,NA,NA,NA,NA,189,831,NA,5,NA,119.3,NA,"18282","FFToday","15972","FFToday","RB",NA,12,62,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kyle Monangai","RB","CHI",NA,NA,NA,NA,NA,NA,NA,NA,176,775,NA,4,NA,117.7,NA,"19453","FFToday","17066","FFToday","RB",NA,20,162,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jonathon Brooks","RB","CAR",NA,NA,NA,NA,NA,NA,NA,NA,158,646,NA,4,NA,117.5,NA,"18926","FFToday","16597","FFToday","RB",NA,32,229,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kenneth Gainwell","RB","TB",NA,NA,NA,NA,NA,NA,NA,NA,109,479,NA,4,NA,111.4,NA,"17578","FFToday","15255","FFToday","RB",NA,37,275,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aaron Jones","RB","MIN",NA,NA,NA,NA,NA,NA,NA,NA,143,602,NA,3,NA,111,NA,"15916","FFToday","13319","FFToday","RB",NA,37,268,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RJ Harvey","RB","DEN",NA,NA,NA,NA,NA,NA,NA,NA,96,373,NA,3,NA,105.9,NA,"19384","FFToday","17068","FFToday","RB",NA,44,326,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Josh Jacobs","RB","GB",NA,NA,NA,NA,NA,NA,NA,NA,152,622,NA,4,NA,104.3,NA,"16611","FFToday","14073","FFToday","RB",NA,15,121,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woody Marks","RB","HOU",NA,NA,NA,NA,NA,NA,NA,NA,135,527,NA,2,NA,92.1,NA,"19432","FFToday","17053","FFToday","RB",NA,27,214,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zach Charbonnet","RB","SEA",NA,NA,NA,NA,NA,NA,NA,NA,128,537,NA,3,NA,91.2,NA,"18495","FFToday","16169","FFToday","RB",NA,19,135,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Rodriguez Jr.","RB","JAC",NA,NA,NA,NA,NA,NA,NA,NA,129,556,NA,4,NA,87.2,NA,"18633","FFToday","16174","FFToday","RB",NA,10,76,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tyjae Spears","RB","TEN",NA,NA,NA,NA,NA,NA,NA,NA,86,344,NA,2,NA,77.9,NA,"18659","FFToday","16165","FFToday","RB",NA,38,255,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brian Robinson Jr.","RB","ATL",NA,NA,NA,NA,NA,NA,NA,NA,107,462,NA,4,NA,76,NA,"18194","FFToday","15716","FFToday","RB",NA,9,58,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dylan Sampson","RB","CLE",NA,NA,NA,NA,NA,NA,NA,NA,61,245,NA,1,NA,74.1,NA,"19494","FFToday","17047","FFToday","RB",NA,40,316,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
